gender;Near_Location;Partner;Promo_friends;Phone;Contract_period;Group_visits;Age;Avg_additional_charges_total;Month_to_end_contract;Lifetime;Avg_class_frequency_total;Avg_class_frequency_current_month;Churn
1;1;0;0;1;1;0;26;16.431.977.519.485.200;1.0;3;3.811.453.386.488.930;3.855.104.316.170.750;0
1;1;0;0;1;1;0;28;10.094.944.166.830.600;1.0;1;1.757.806.928.204.990;2.008.081.037.988.390;1
0;0;1;0;1;12;0;33;1.937.102.762.972.160;11.0;4;21.027.136.414.897.000;21.373.641.022.781.500;0
0;1;0;0;1;1;0;32;11.915.671.783.570.600;1.0;10;21.230.045.362.844.400;2.211.259.201.168.200;0
1;1;0;0;1;1;1;28;8.774.023.097.996.990;1.0;1;24.710.174.618.725.300;17.088.610.549.323.800;1
1;1;0;1;1;6;1;29;33.041.903.319.446.800;6.0;15;23.465.620.975.316.900;24.157.778.635.020.200;0
0;1;1;1;1;1;1;24;56.041.705.200.587.000;1.0;3;17.688.321.897.669.700;17.289.046.284.246.800;0
1;1;0;0;1;1;0;29;12.949.261.462.636.000;1.0;15;28.839.537.634.701.900;29.664.957.159.473.400;0
1;1;1;0;1;1;0;28;24.431.193.455.448.600;1.0;3;12.853.237.503.530.300;13.746.693.465.060.800;0
0;1;1;1;1;6;0;31;5.486.981.361.656.160;6.0;5;19.660.738.069.975.200;19.967.549.593.235.600;0
0;1;0;0;1;1;0;31;1.314.962.448.565.960;1.0;1;0.8483976414668439;0.8283888843149403;0
0;1;0;0;1;1;0;30;31.191.508.755.962.800;1.0;3;15.766.648.388.508.300;16.266.433.381.767.900;0
1;1;1;0;1;1;0;31;5.846.380.010.975.620;1.0;2;2.454.358.693.552.320;25.714.694.022.821.100;0
0;1;0;0;1;12;0;32;13.111.467.305.265.700;12.0;3;10.958.384.007.009.700;102.450.473.310.303;0
0;1;0;0;0;1;0;30;5.812.304.034.204.720;1.0;12;12.709.982.110.577.300;13.001.899.570.191.400;0
0;1;1;0;1;6;0;26;20.373.174.254.453.600;6.0;7;2.312.436.147.164.480;23.574.536.684.527.800;0
0;1;1;1;1;12;1;26;13.118.461.837.388.800;11.0;2;11.659.779.420.175.700;11.217.262.236.579.600;0
1;1;0;0;0;1;1;26;1.591.069.811.146.640;1.0;6;0.9112070701981334;0.9168720923252698;0
1;1;0;1;0;1;1;24;10.212.504.841.431.900;1.0;0;18.353.327.758.250.400;0.828505465034751;1
1;1;0;0;1;1;0;25;18.103.799.733.978.800;1.0;2;1.021.323.456.591.830;0.4707775351926594;1
1;1;1;0;1;12;1;31;1.368.422.948.896.920;11.0;1;24.238.062.192.716.600;24.121.050.770.188.800;0
1;0;1;0;0;1;0;23;12.659.007.334.288.000;1.0;1;14.332.996.210.546.500;10.876.347.603.616.500;1
0;1;0;0;1;6;1;33;8.425.148.707.866.410;6.0;0;0.0;0.09009892566448607;0
0;0;0;0;1;1;0;30;18.926.715.903.136.500;1.0;0;3.367.690.725.681.190;33.406.078.063.075.200;0
0;1;1;1;1;12;1;30;16.148.621.609.467.500;12.0;6;16.479.222.255.816.200;16.443.270.557.758.400;0
0;1;0;0;1;1;0;35;1.915.712.425.281.670;1.0;3;20.923.758.171.881.400;2.180.422.469.671.730;0
0;1;0;0;1;1;1;33;2.138.178.606.705.750;1.0;3;24.815.364.985.544.200;25.494.023.239.691.300;0
0;1;0;0;1;1;0;35;18.767.315.476.530.600;1.0;11;13.767.877.461.772.400;1.277.897.510.363.190;0
0;1;0;0;1;1;1;31;17.465.845.497.131.600;1.0;13;28.980.209.720.916.500;2.876.062.849.269.400;0
1;0;1;0;1;12;0;24;15.415.849.307.645.000;12.0;12;26.755.275.243.507.000;25.955.929.124.324.400;0
0;1;0;0;1;1;0;24;2.011.207.115.268.230;1.0;1;16.809.498.012.223.200;0.6470040291310597;1
0;0;1;1;1;1;0;32;17.941.162.001.706.100;1.0;13;14.224.077.675.859.100;12.620.809.691.742.800;0
0;0;0;0;1;1;0;32;18.631.544.553.859.700;1.0;3;2.001.350.573.736.430;2.003.537.294.315.310;0
0;1;0;0;1;1;0;32;9.141.121.349.054.510;1.0;2;25.358.429.209.538.800;2.634.988.825.925.280;0
1;1;1;1;0;6;0;32;2.629.470.604.935.140;5.0;3;22.839.664.497.237.000;23.491.412.098.099.900;0
0;1;0;1;1;1;0;24;14.950.789.165.573.800;1.0;1;0.4294325860216429;0.0;1
1;0;1;1;1;6;0;29;1.743.838.597.533.110;6.0;11;34.481.081.929.185.300;33.921.254.298.717.500;0
1;1;0;0;1;1;1;28;1.815.174.007.598.570;1.0;4;46.112.171.076.034.300;4.531.758.262.221.420;0
0;1;1;1;1;1;1;32;21.162.212.944.293.500;1.0;2;23.059.104.129.628.000;23.937.657.569.506.600;0
1;1;1;1;0;6;0;29;3.666.202.082.032.620;6.0;3;244.580.696.392.114;24.339.054.515.016.900;0
0;1;0;0;1;1;0;28;273.354.891.564.687;1.0;3;10.670.657.595.052.600;0.6739241671364238;1
1;1;1;1;1;12;0;31;18.220.490.234.635.300;12.0;2;10.832.609.212.612.000;13.079.204.934.159.600;0
1;1;1;1;0;12;0;27;3.520.302.781.065.170;11.0;7;24.534.152.757.294.300;23.801.768.135.907.700;0
1;1;1;1;1;6;1;35;7.762.421.208.652.010;6.0;1;3.048.558.500.178.380;31.528.474.222.575.500;0
0;1;0;0;1;1;1;33;2.221.319.914.903.350;1.0;2;3.794.330.646.884.860;3.734.832.995.924.740;0
0;1;1;1;1;12;0;24;895.958.730.783.227;12.0;4;0.7459558016659444;0.7945356663509349;0
1;0;0;0;1;1;0;31;11.358.614.408.602.100;1.0;0;103.826.762.600.034;0.7997747565570568;1
0;1;1;0;1;12;1;28;20.506.994.601.138.700;8.0;4;0.43321160071029;0.3881188372041103;0
0;1;1;1;1;1;0;28;21.126.641.555.297.500;1.0;4;16.093.200.125.702.100;17.994.518.898.806.400;0
1;1;0;0;1;12;1;29;12.822.334.310.102.200;11.0;4;4.214.829.182.094.900;41.291.822.055.756.400;0
0;0;0;0;1;12;1;37;23.840.704.416.354.400;11.0;10;253.711.470.168.197;24.385.498.857.206.600;0
0;1;0;0;1;1;1;28;22.166.231.877.426.800;1.0;1;2.808.648.618.396.580;28.586.028.809.329.400;0
1;1;0;0;0;1;0;31;29.841.865.393.928.100;1.0;3;25.812.990.091.178.000;2.441.502.512.992.120;0
1;1;1;1;1;12;1;26;5.694.788.281.980.630;11.0;7;25.191.723.964.421.200;2.743.306.595.845.320;0
0;0;1;0;1;1;0;20;18.773.540.086.270.700;1.0;0;0.6769335226959159;0.4250572122463775;1
1;1;0;0;1;1;0;28;297.399.090.279.333;1.0;3;229.437.986.858.155;23.021.136.009.765.900;0
0;1;0;0;1;1;0;22;6.321.932.575.138.130;1.0;3;0.6263692614152713;0.0;1
1;0;1;0;1;6;0;32;8.707.834.164.829.240;6.0;8;3.942.865.677.711.890;3.821.841.276.135.770;0
1;1;1;1;1;1;0;24;10.670.194.493.786.900;1.0;1;0.9469969784090512;0.11046914389819162;1
0;1;0;0;1;12;1;23;18.397.524.473.445.000;12.0;7;0.6940414958852863;0.8702807068800078;0
0;1;1;0;1;6;0;29;2.709.020.689.116.460;6.0;8;406.408.421.580.188;40.274.488.624.393.400;0
1;1;1;0;1;12;0;27;33.758.808.581.146.000;12.0;3;39.175.625.279.407.600;3.860.355.976.140.080;0
0;1;1;0;1;1;0;28;7.272.120.644.384.660;1.0;6;3.076.859.209.839.190;3.052.676.908.076.660;0
0;0;0;0;1;1;0;28;1.412.200.859.346.870;1.0;0;16.544.104.899.203.000;13.958.267.498.699.600;1
0;0;0;0;1;1;0;24;51.252.090.195.045.900;1.0;2;14.960.600.117.612.700;0.7112467078543989;1
1;1;1;0;1;12;1;33;2.623.323.994.795.760;9.0;3;41.974.529.402.168.200;4.411.932.027.301.360;0
1;1;0;0;1;1;0;32;14.308.480.517.811.200;1.0;1;3.320.476.569.719.030;33.081.016.127.255.200;0
1;1;0;0;1;1;0;21;25.805.757.766.327.500;1.0;0;13.670.803.623.864.000;1.200.516.395.870.160;1
0;0;0;0;0;12;1;28;3.344.485.301.610.480;12.0;6;0.9786381496553472;0.9815165191941008;0
0;1;0;0;1;1;0;31;1.332.095.788.837.470;1.0;3;0.0;0.0;1
0;0;1;0;1;1;1;34;30.479.502.874.757.400;1.0;3;27.490.033.061.541.000;27.656.484.451.269.800;0
1;1;0;0;1;1;1;23;1.641.463.859.895.100;1.0;0;13.935.991.558.611.300;0.7846505167002737;1
0;1;1;1;1;1;1;33;1.658.791.623.233.460;1.0;5;11.660.276.281.568.800;11.709.388.734.929.300;0
1;1;1;1;1;1;0;26;2.371.777.479.544.460;1.0;1;0.12071351233836758;0.0;1
1;0;1;0;1;6;0;29;2.098.051.088.998.510;6.0;8;4.681.556.930.443.290;5.024.720.933.352.360;0
1;1;0;0;1;1;1;29;2.704.350.936.701.480;1.0;5;22.745.042.361.946.900;22.091.626.688.997.400;0
1;1;1;0;1;1;0;28;15.664.603.547.391.500;1.0;1;12.411.900.266.820.800;0.3437079687587969;1
1;1;0;0;1;6;1;23;11.431.646.043.553.500;4.0;2;21.887.994.657.092.600;21.333.377.203.870.400;0
0;1;0;0;1;1;1;35;29.819.883.729.584.800;1.0;9;16.760.780.502.037.700;1.739.380.571.784.150;0
1;1;0;0;1;1;1;28;1.850.321.307.883.900;1.0;0;3.030.928.430.234.240;13.785.186.811.915.700;1
0;1;1;1;1;6;0;33;30.078.620.691.934.800;6.0;10;0.5293070565804079;0.6972114735519419;0
1;1;0;0;1;1;0;23;20.225.881.226.356.000;1.0;0;14.679.653.944.802.300;12.098.590.420.926.600;1
0;1;0;0;1;12;0;32;21.238.102.366.570.500;11.0;1;3.905.591.239.469.160;39.556.524.895.838.600;0
1;1;0;0;1;1;0;29;1.019.893.548.456.260;1.0;9;15.827.747.286.246.700;16.322.397.184.862.900;0
1;1;0;0;0;1;1;30;2.014.511.377.530.910;1.0;4;41.832.816.081.322.800;4.160.929.970.890.050;0
0;0;0;0;1;1;0;25;12.402.767.683.973.900;1.0;2;0.8885601036901057;0.8634375000955845;1
0;1;1;1;1;12;1;29;2.676.488.899.712.510;12.0;10;23.572.937.550.286.100;23.872.771.676.614.600;0
1;1;0;0;1;12;1;27;6.880.976.188.437.780;5.0;5;37.351.564.669.943.200;37.214.447.654.985.400;0
0;1;1;1;1;12;0;29;10.071.896.219.120.900;12.0;6;19.429.455.212.131.000;20.301.926.045.336.700;0
1;0;0;0;1;1;0;28;14.790.686.107.582.100;1.0;1;16.399.750.217.650.900;0.9710201634830952;1
1;1;0;1;1;6;1;30;1.405.278.325.658.630;6.0;6;2.341.299.549.062.490;2.242.707.159.516.060;0
1;1;1;1;1;6;0;32;19.014.349.000.255.800;6.0;1;1.937.417.871.594.740;1.782.190.711.691.940;0
1;0;1;0;1;6;0;30;16.847.356.814.199.400;6.0;1;0.2494684778476932;0.3616455376999138;0
0;0;1;0;1;1;1;23;2.862.619.089.801.680;1.0;1;18.469.482.079.963.900;16.722.353.681.133.600;1
0;0;1;0;1;12;0;31;18.592.254.569.312.500;12.0;1;15.402.761.802.553.400;15.837.430.692.213.100;0
1;1;0;0;1;12;0;33;2.052.390.266.739.360;12.0;1;33.421.823.472.303.000;3.266.822.216.515.130;0
1;1;0;0;1;1;0;31;12.891.794.496.752.700;1.0;10;12.452.836.677.972.500;14.004.299.708.863.000;0
1;1;1;1;1;6;1;28;1.681.653.575.817.180;6.0;4;221.553.982.281.005;21.060.491.928.938.700;0
1;1;1;0;1;12;1;30;2.383.626.062.455.380;12.0;1;26.050.380.789.808.900;2.625.267.914.805.990;0
0;1;0;0;0;6;1;29;54.004.443.762.635.400;6.0;4;20.488.005.702.020.200;2.069.028.956.214.660;0
0;1;0;0;1;1;1;24;1.470.776.355.941.850;1.0;2;0.9709439113945356;10.160.618.249.461.200;1
1;1;0;0;1;1;0;24;11.467.628.726.390.100;1.0;2;25.773.590.383.674.500;24.916.078.003.158.800;0
0;1;0;0;1;1;1;27;3.454.852.970.227.050;1.0;1;18.486.259.260.085.300;2.334.089.270.363.120;1
1;1;0;1;1;12;0;29;0.2516057215197094;12.0;7;13.041.489.297.360.500;12.260.577.350.828.200;0
1;0;1;0;1;6;0;32;5.070.322.709.879.860;6.0;2;2.172.535.199.821.270;20.811.092.205.447.900;0
0;1;0;0;1;1;1;34;11.350.853.406.945.400;1.0;1;33.791.745.537.350.000;32.864.551.063.194.300;0
1;1;0;0;1;1;0;22;8.986.968.460.309.650;1.0;2;1.264.489.887.514.210;0.3034955548234187;1
0;0;1;0;1;12;1;31;8.895.602.605.095.840;12.0;3;3.409.635.455.051.570;33.555.261.309.403.300;0
1;1;0;0;1;6;0;34;1.809.639.804.439.940;6.0;2;16.237.682.350.994.800;17.240.637.953.471.700;0
0;1;1;0;1;12;1;29;2.908.594.763.238.370;12.0;6;26.106.602.157.332.100;2.692.600.842.830.850;0
0;1;0;0;1;1;1;25;1.363.851.303.811.880;1.0;2;21.294.862.223.216.300;16.276.333.021.436.200;1
0;0;1;0;1;1;0;24;3.395.706.944.251.220;1.0;0;2.186.045.323.149.550;16.227.287.369.455.500;1
0;1;1;0;1;6;0;28;14.135.829.747.011.700;3.0;1;14.353.589.273.493.300;12.085.476.271.173.000;0
0;1;0;0;1;1;0;27;18.318.661.573.480.800;1.0;0;11.450.885.600.182.200;0.1459716440989145;1
1;1;1;1;1;6;0;24;1.820.439.970.774.210;5.0;0;0.0;0.0;1
0;0;1;0;1;12;0;20;12.668.363.278.842.300;12.0;1;18.226.031.153.569.400;20.467.844.084.807.500;1
0;1;0;0;1;12;1;30;12.577.811.892.716.500;8.0;8;4.065.696.139.396.840;4.124.446.543.856.640;0
1;1;0;0;1;6;0;33;10.747.692.285.698.100;6.0;1;26.254.948.016.477.400;27.113.235.560.322.900;0
1;1;0;0;1;1;0;34;2.965.848.256.970.050;1.0;2;25.702.237.964.945.500;26.796.305.748.491.000;0
0;1;1;0;1;6;1;28;13.592.394.807.638.400;6.0;4;11.560.132.749.584.300;11.337.600.345.380.700;0
1;1;1;1;1;12;1;26;8.102.467.690.501.000;12.0;1;0.3515172388753547;0.0;1
0;1;0;0;1;6;0;26;2.769.727.239.403.980;6.0;2;13.023.459.634.866.900;13.543.365.765.481.100;0
1;1;1;0;0;12;0;36;12.140.472.330.921.400;12.0;3;2.156.024.554.868.960;2.200.048.430.980.330;0
1;1;0;0;1;1;0;26;13.818.039.425.637.400;1.0;4;26.173.725.901.139.000;2.609.531.405.387.130;0
1;1;1;1;1;12;1;31;25.952.812.173.263.000;10.0;1;36.034.326.513.223.900;384.691.542.793.278;0
0;1;1;0;1;1;0;28;17.900.822.157.981.300;1.0;3;0.8535080115328393;0.8162671952117867;0
0;1;0;0;1;12;0;32;1.826.722.908.335.250;12.0;2;3.329.786.791.601.200;32.184.141.214.522.700;0
1;1;0;0;1;1;0;29;472.771.036.272.527;1.0;4;20.115.817.544.542.500;1.998.764.651.157.460;0
1;0;0;0;1;1;0;27;1.694.381.176.716.470;1.0;2;0.4848650493285653;0.21939447172189647;1
0;0;0;0;1;6;1;34;3.645.223.616.227.220;6.0;0;2.499.141.655.403.600;2.511.934.881.139.160;0
0;1;1;0;1;6;1;33;40.373.352.293.350.000;6.0;8;1.460.942.166.269.100;13.737.401.997.506.300;0
1;1;0;0;1;12;1;31;16.597.620.034.542.900;12.0;14;3.630.721.114.113.900;3.706.808.205.559.370;0
0;1;0;0;1;1;0;30;7.434.431.129.853.200;1.0;4;1.255.768.996.315.920;0.3928425088367262;1
1;1;0;0;1;1;1;37;11.378.760.075.966.300;1.0;4;34.440.015.046.160.100;33.994.105.266.453.400;0
1;1;1;1;1;1;0;35;28.239.843.646.056.600;1.0;3;2.276.138.868.636.850;22.097.276.678.951.600;0
0;1;1;0;1;1;1;31;16.061.505.908.560.800;1.0;2;3.435.170.555.370.030;33.176.872.934.923.700;0
1;1;1;0;1;1;0;28;2.699.964.578.377.970;1.0;1;11.408.086.941.189.400;0.3919918740774016;1
0;1;1;1;0;12;1;34;6.827.358.904.357.800;12.0;3;28.859.360.034.305.600;29.173.792.788.783.100;0
1;1;0;0;0;1;1;29;25.030.533.597.565.300;1.0;2;3.002.852.688.755.720;25.251.593.248.291.700;1
0;1;0;0;1;6;1;26;286.759.012.206.373;4.0;5;0.5454678532193036;0.6084150946337078;0
1;0;1;0;1;6;0;30;2.971.898.155.902.270;5.0;4;1.778.190.214.401.580;17.748.998.879.529.500;0
1;1;1;0;1;12;1;28;33.511.655.099.091.100;11.0;3;2.320.505.375.080.520;24.631.894.728.913.200;0
1;1;0;0;0;1;0;28;10.785.798.354.841.400;1.0;10;13.462.173.891.357.700;13.132.338.234.726.100;0
0;1;0;0;1;1;1;26;1.722.210.791.668.220;1.0;8;0.0;0.012825015970665469;0
1;1;1;0;1;1;0;34;8.698.360.222.169.050;1.0;1;17.771.020.154.364.500;16.718.439.555.730.400;0
1;0;1;1;1;1;0;30;29.172.271.633.686.400;1.0;1;17.750.563.850.994.800;2.066.395.315.525.360;1
0;1;0;0;1;12;1;24;4.403.701.821.599.160;11.0;5;34.286.725.288.375.900;34.697.106.635.427.500;0
1;1;0;0;1;1;0;31;6.947.306.472.683.430;1.0;1;0.5674667060743143;0.0;1
1;1;1;1;1;12;0;29;1.675.114.834.764.290;11.0;9;17.666.883.339.583.500;17.898.822.321.053.500;0
1;1;1;0;1;12;0;29;24.237.439.212.044.100;10.0;17;17.832.842.733.038.600;20.007.454.680.233.400;0
1;1;1;1;1;6;0;21;13.468.930.940.013.900;6.0;1;19.821.387.109.158.200;272.003.469.892.956;1
0;1;0;1;1;1;0;31;1.952.690.628.447.760;1.0;5;17.403.048.091.716.300;18.346.330.427.601.200;0
0;1;0;0;1;1;1;28;18.810.770.206.662.000;1.0;1;12.859.396.372.840.600;0.6055698160883477;1
0;1;1;0;1;6;0;31;24.642.337.210.346.100;6.0;3;2.124.553.281.906.610;20.966.082.840.459.200;0
1;1;0;0;1;1;0;31;25.605.854.198.409.700;1.0;0;33.635.034.879.946.600;3.282.305.419.172.080;0
0;1;0;0;1;1;1;31;5.773.976.157.375.750;1.0;1;0.9526132981972594;1.305.268.599.482.740;1
1;1;0;1;1;1;1;30;663.113.215.725.881;1.0;1;25.031.443.865.374.100;2.426.164.178.576.760;0
0;1;1;1;1;6;0;35;7.783.612.466.614.160;6.0;2;30.419.484.451.691.300;31.962.754.254.304.200;0
0;1;0;0;1;1;0;25;12.538.205.632.830.200;1.0;0;12.262.020.012.853.800;0.12671866237816776;1
1;1;0;0;1;1;0;25;10.882.961.742.873.800;1.0;0;0.3574285446053513;0.010515708316830852;1
0;1;0;0;1;1;0;32;143.670.704.592.324;1.0;5;2.623.186.665.009.200;267.276.060.154.316;0
0;1;0;0;1;6;1;30;20.162.261.459.747.600;6.0;11;0.8620829618188512;0.7676862757622225;0
1;1;0;1;1;1;0;27;24.669.367.492.221.400;1.0;1;27.619.983.585.702.900;27.857.307.350.955.400;0
1;1;0;0;1;1;1;30;4.061.909.553.530.330;1.0;2;36.581.749.937.017.600;3.757.525.032.812.710;0
1;0;1;0;1;1;0;25;44.187.237.853.165.100;1.0;4;3.000.335.960.920.410;3.059.641.515.682.650;0
0;1;1;1;0;1;0;29;3.474.766.244.291.200;1.0;3;0.0;0.0735318270008015;0
1;1;0;0;0;1;0;28;37.133.889.861.926.100;1.0;4;0.6446670965069963;0.5630175891024572;0
1;1;0;0;1;1;0;27;37.369.665.012.264.000;1.0;3;266.375.416.288.722;2.617.758.568.436.800;0
0;1;1;1;0;6;0;25;2.210.165.363.585.580;5.0;11;4.189.935.757.338.590;4.112.302.107.310.100;0
0;1;0;0;1;6;1;30;11.576.395.675.061;6.0;1;32.380.651.201.919.400;3.340.597.972.134.380;0
0;1;0;0;1;6;1;36;1.847.275.893.696.420;6.0;4;27.731.865.484.877.700;288.072.822.166.314;0
1;1;0;1;1;12;0;32;968.778.279.807.333;11.0;0;16.355.156.702.923.800;17.566.272.038.702.000;0
0;1;1;0;1;12;0;32;15.569.039.514.242.800;11.0;1;20.666.053.460.326.500;21.299.908.747.433.100;0
0;1;0;0;1;1;1;26;46.881.646.355.174.500;1.0;1;133.058.660.471.976;230.162.877.543.228;1
0;1;1;0;1;12;0;23;11.206.578.405.969.200;12.0;4;2.029.896.654.954.060;1.884.602.977.188.070;0
0;0;1;0;1;1;0;28;18.283.358.655.385.800;1.0;3;10.887.888.021.305.800;0.1431245785353502;1
1;1;0;0;1;12;1;33;2.202.483.412.893.760;10.0;3;2.168.651.413.431.620;24.284.554.241.319.700;0
1;1;0;0;1;1;0;34;2.541.477.487.038.250;1.0;2;12.837.492.625.792.200;11.469.424.561.045.000;0
1;1;0;0;1;1;0;23;8.704.726.534.641.470;1.0;0;20.476.690.233.459.100;1.111.466.017.240.910;1
1;0;1;0;0;1;0;33;18.172.106.467.836.200;1.0;5;2.079.161.150.839.290;21.177.217.408.984.500;0
1;1;0;1;1;1;0;25;22.661.709.089.768.200;1.0;0;0.1530703206985866;0.0;1
1;1;1;1;1;12;0;26;2.182.067.708.828.040;9.0;12;19.264.750.389.365.400;198.287.189.003.692;0
1;0;1;0;1;12;0;27;6.596.071.362.808.400;11.0;2;11.204.629.901.243.100;12.086.633.962.353.100;0
1;1;0;0;1;1;0;26;42.631.634.858.158.100;1.0;1;17.571.677.625.838.700;14.396.342.734.983.500;1
0;1;1;0;1;6;0;29;505.206.112.942.493;5.0;11;0.23995827483314705;0.33409482014914266;0
1;1;1;0;1;1;0;25;2.090.099.382.833.040;1.0;1;3.438.155.551.591.570;34.625.618.237.236.900;0
1;1;1;1;1;6;1;30;11.060.719.017.196.200;6.0;4;20.607.868.626.479.400;18.991.976.801.617.900;0
0;1;1;1;1;12;1;35;23.125.148.642.944.600;12.0;1;23.198.399.988.122.900;24.362.903.782.742.900;0
0;1;1;0;0;12;1;29;15.466.267.019.173.400;12.0;2;302.367.160.490.216;2.910.868.042.092.420;0
0;1;1;1;1;1;1;29;2.359.773.876.820.910;1.0;12;22.833.086.964.080.600;21.676.221.695.692.500;0
0;1;0;0;1;12;1;26;12.975.202.384.914.800;12.0;18;0.1951293570736805;0.25729435568869924;0
1;1;1;0;1;6;1;31;6.625.946.303.488.040;5.0;7;33.589.803.105.560.700;33.466.497.902.066.700;0
0;1;0;1;1;1;0;25;24.809.034.500.920.500;1.0;4;0.5640620567643199;0.48275330831081503;0
1;0;1;0;1;1;1;27;726.199.236.434.882;1.0;2;0.5189579659381715;0.8399439917517977;1
0;1;0;0;0;1;0;34;8.865.325.999.456.730;1.0;5;0.0;0.15032596433650758;0
1;1;1;1;1;6;1;31;30.383.699.633.993.300;6.0;6;10.649.592.496.649.400;10.526.618.021.952.800;0
0;1;0;0;1;6;1;28;8.707.362.077.534.410;6.0;3;16.929.201.164.505.700;1.634.766.448.303.730;0
0;1;1;1;1;6;0;36;16.519.709.726.665.800;6.0;2;2.747.704.377.246.350;29.186.271.701.432.400;0
0;1;1;1;1;6;0;31;22.514.273.861.142.900;5.0;4;19.410.500.368.754.300;2.087.174.850.392.840;0
0;1;1;1;0;12;1;27;2.152.804.569.557.350;12.0;1;220.401.426.368.777;23.121.743.339.643.700;0
1;1;1;0;0;1;0;32;49.114.506.599.784.300;1.0;2;2.159.024.385.591.520;21.206.197.660.012.600;0
0;1;1;0;1;1;1;26;2.439.244.683.257.380;1.0;1;13.990.845.761.747.900;0.8543280030357805;1
1;1;1;1;0;12;1;28;10.040.590.664.803.400;10.0;3;11.508.199.184.372.900;1.154.683.076.817.440;0
0;1;1;1;1;12;1;31;26.809.749.330.459.200;12.0;3;2.256.585.929.475.780;23.037.060.305.863.800;0
1;1;0;0;1;1;0;33;14.841.227.395.490.900;1.0;4;3.680.794.076.109.900;3.673.219.145.922.410;0
0;1;0;0;1;6;0;33;4.428.587.572.770.040;6.0;8;26.660.281.500.067.900;26.540.282.043.127.000;0
0;1;0;0;1;1;0;29;17.276.532.280.713.400;1.0;1;14.323.521.890.577.100;0.8004160547605503;1
1;0;0;0;1;1;0;31;59.989.137.053.215.200;1.0;2;12.824.074.797.425.400;13.343.472.917.297.100;0
0;1;1;1;1;12;1;32;18.954.338.123.925.300;12.0;9;23.925.060.220.162.900;2.465.889.002.479.800;0
1;1;0;0;1;1;1;28;3.621.724.356.957.980;1.0;0;184.970.410.354.444;0.95170539838541;1
0;0;0;0;1;1;0;27;1.803.748.297.782.470;1.0;0;0.9449279602181327;0.4213374387340162;1
0;1;0;0;1;1;1;25;13.702.392.226.061.500;1.0;6;2.249.212.003.633.430;21.899.674.527.797.700;0
0;1;1;1;1;6;0;31;1.904.271.570.692.270;6.0;4;12.044.397.887.331.500;10.730.368.229.104.900;0
0;1;0;0;1;1;1;41;3.104.635.781.432.820;1.0;1;0.32426012932225395;0.420895460438815;0
0;1;0;0;1;1;0;34;12.121.693.882.663.900;1.0;1;17.235.899.189.898.400;16.592.956.754.227.400;0
1;1;1;1;1;12;0;27;3.415.808.309.351.030;12.0;4;18.409.579.981.473.600;17.907.373.815.086.400;0
1;1;0;0;1;1;1;26;2.580.972.448.369.470;1.0;8;3.730.467.378.892.380;39.074.178.734.298.800;0
0;1;1;0;0;1;0;25;25.273.277.124.561.200;1.0;0;10.161.343.283.796.800;0.4759805878479966;1
1;1;0;0;1;1;0;27;36.504.302.587.599.800;1.0;13;3.310.754.157.262.390;344.112.864.107.444;0
1;1;0;0;1;1;0;31;62.453.393.926.751.300;1.0;2;33.715.424.834.875.200;33.456.332.634.764.800;0
0;1;0;0;0;1;1;26;14.357.029.669.280.700;1.0;0;15.065.101.032.772.100;0.08461059454829156;1
0;1;1;1;1;12;0;30;16.668.704.205.761.700;12.0;1;3.512.903.455.899.850;3.389.524.731.204.460;0
1;1;0;0;1;1;1;34;52.687.901.906.605.600;1.0;6;28.887.437.588.432.300;28.968.013.174.624.900;0
1;1;0;1;1;1;0;27;9.262.511.215.974.640;1.0;0;1.858.157.612.405.900;14.989.929.329.547.700;1
1;1;1;1;1;6;0;26;1.721.971.526.989.520;6.0;2;17.540.920.553.644.000;18.525.380.093.722.900;0
1;1;1;1;1;6;0;27;15.562.016.131.770.000;4.0;17;27.781.831.148.351.700;27.111.698.144.648.700;0
0;1;0;0;1;1;1;28;5.697.521.475.622.910;1.0;0;0.7760247088729789;0.7173857597664269;1
1;1;1;0;1;12;0;26;2.739.253.400.681.990;12.0;3;34.805.223.813.425.600;35.252.907.917.531.300;0
1;1;0;0;1;6;0;31;18.843.954.722.206.200;5.0;6;30.726.103.324.053.100;31.154.169.432.785.800;0
1;1;1;1;1;1;0;25;6.287.999.824.087.120;1.0;1;0.7402368605987536;0.0;1
1;1;1;0;1;1;0;29;4.240.819.239.136.570;1.0;2;29.894.692.521.111.900;30.383.922.500.118.100;0
1;1;0;0;1;1;0;31;11.536.582.155.789.500;1.0;3;182.345.937.792.294;0.4556341767301499;1
0;1;0;0;1;12;0;30;2.021.802.489.362.190;12.0;0;0.4671584929561241;0.5040700504587242;0
1;1;0;0;1;1;1;22;11.858.462.167.428.300;1.0;0;0.4590279056791822;0.0;1
1;1;1;0;1;1;0;21;6.802.117.463.480.750;1.0;2;0.04695296823468742;0.0;1
0;1;0;0;0;1;0;27;13.014.413.074.375.900;1.0;2;3.174.318.421.099.360;3.141.712.252.548.030;1
1;1;1;1;1;6;0;30;13.316.414.272.332.600;6.0;3;3.012.054.113.805.090;29.967.575.106.186.100;0
1;1;1;1;0;12;1;34;23.214.844.844.138.800;10.0;9;13.305.890.334.210.300;12.735.031.547.492.200;0
1;1;1;1;1;1;1;25;16.204.167.998.313.000;1.0;7;2.633.648.243.990.040;25.619.359.297.853.000;0
